employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,avg_training_score
71082,Sales & Marketing,region_13,Bachelor's,m,other,1,47,1,4,53
78121,Operations,region_2,Bachelor's,m,sourcing,1,24,,1,61
72825,Analytics,region_4,Master's & above,m,sourcing,1,45,2,6,83
47976,Technology,region_4,Master's & above,m,sourcing,1,42,1,8,79
49920,Operations,region_2,Bachelor's,m,other,1,51,3,6,61
64382,Procurement,region_12,Bachelor's,f,sourcing,1,33,4,2,72
54291,Technology,region_2,Master's & above,m,sourcing,1,48,1,14,78
1613,Sales & Marketing,region_22,Bachelor's,m,other,1,27,3,3,49
11147,Operations,region_2,Master's & above,m,other,2,50,3,4,65
8788,Sales & Marketing,region_31,Bachelor's,m,other,1,41,1,4,47
4252,Procurement,region_19,Bachelor's,m,sourcing,1,37,3,12,67
73300,Technology,region_26,Bachelor's,m,other,1,26,3,3,75
56710,Sales & Marketing,region_1,Master's & above,f,other,1,37,3,4,47
16177,HR,region_4,Bachelor's,m,sourcing,1,40,4,3,47
15636,Procurement,region_8,Bachelor's,f,other,1,32,4,8,70
25314,Operations,region_15,Master's & above,f,other,1,43,3,15,60
22201,Procurement,region_27,Bachelor's,m,sourcing,1,32,3,2,70
34180,Operations,region_4,Bachelor's,m,sourcing,1,26,5,3,61
76721,Sales & Marketing,region_15,Bachelor's,f,other,1,31,5,6,49
978,Procurement,region_2,Bachelor's,f,other,3,36,3,10,66
60956,Operations,region_26,Bachelor's,f,other,1,30,2,6,61
48725,Procurement,region_2,Bachelor's,m,other,2,31,1,5,68
48460,Sales & Marketing,region_19,Bachelor's,f,other,1,29,5,3,50
68724,Procurement,region_2,Master's & above,f,other,2,41,3,2,65
38699,Procurement,region_6,Bachelor's,f,other,1,29,,1,67
73851,Procurement,region_17,Master's & above,f,sourcing,2,35,3,3,69
18546,Sales & Marketing,region_4,Master's & above,m,other,1,33,5,6,44
51241,Analytics,region_32,Bachelor's,m,other,2,24,,1,82
39269,Technology,region_22,Bachelor's,m,other,1,28,1,4,77
72708,Operations,region_22,Master's & above,m,sourcing,1,43,1,4,58
1227,Finance,region_11,Bachelor's,m,other,2,31,3,2,64
21052,Sales & Marketing,region_16,,m,sourcing,1,24,3,2,50
48229,Finance,region_22,Below Secondary,f,sourcing,2,24,3,2,61
25308,Legal,region_16,Bachelor's,m,other,2,35,3,3,51
30799,Operations,region_5,Bachelor's,f,other,1,25,2,3,62
50863,Finance,region_27,Bachelor's,m,sourcing,1,26,1,2,60
49391,Sales & Marketing,region_15,,m,other,1,27,1,4,49
70179,Technology,region_17,Bachelor's,f,other,2,35,3,4,76
37416,Operations,region_29,Master's & above,f,other,1,33,1,3,61
7903,Sales & Marketing,region_32,Bachelor's,f,sourcing,1,28,,1,50
44633,Sales & Marketing,region_10,Master's & above,f,sourcing,1,35,2,5,53
8499,Procurement,region_2,Bachelor's,f,other,1,39,2,5,71
19647,Technology,region_2,Bachelor's,f,other,3,31,3,4,81
67227,Sales & Marketing,region_2,Master's & above,m,other,1,46,4,6,51
23629,Operations,region_3,Bachelor's,m,other,2,29,5,2,99
16753,Sales & Marketing,region_20,Master's & above,m,sourcing,1,41,4,5,49
68396,HR,region_2,Bachelor's,m,sourcing,1,30,1,4,48
48477,Analytics,region_2,Master's & above,m,other,2,42,5,12,82
51105,Operations,region_22,Bachelor's,m,other,3,26,5,3,57
33813,Procurement,region_7,Master's & above,m,other,2,49,2,4,67
69921,Operations,region_2,Bachelor's,m,other,1,29,,1,61
57598,R&D,region_22,Bachelor's,m,sourcing,1,31,1,2,92
35600,Operations,region_4,Master's & above,f,sourcing,1,38,4,7,58
4827,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,43,3,2,47
55837,Analytics,region_32,Bachelor's,f,other,1,34,5,2,82
44491,Finance,region_6,Bachelor's,m,other,2,27,4,3,63
78144,Procurement,region_2,Master's & above,m,sourcing,1,37,1,5,68
2512,Operations,region_17,Bachelor's,m,other,1,39,3,12,58
28621,Technology,region_31,Bachelor's,m,sourcing,1,26,3,4,77
30526,Analytics,region_2,Bachelor's,m,sourcing,1,37,5,7,84
12219,Operations,region_2,Below Secondary,m,other,2,24,3,5,59
72946,Finance,region_7,Bachelor's,m,other,2,31,3,4,62
23428,Operations,region_2,Below Secondary,f,other,1,21,3,2,61
64112,Sales & Marketing,region_2,Bachelor's,m,other,2,27,3,3,48
59633,Procurement,region_24,Bachelor's,m,other,1,25,3,3,75
14111,Sales & Marketing,region_16,Bachelor's,m,other,1,31,3,7,46
23383,Sales & Marketing,region_9,Bachelor's,m,other,2,28,2,5,49
26209,HR,region_20,Bachelor's,f,other,1,27,3,4,46
51208,Sales & Marketing,region_2,Master's & above,f,sourcing,1,39,5,2,50
57910,Sales & Marketing,region_22,Master's & above,m,sourcing,1,28,3,2,50
77440,Sales & Marketing,region_32,Bachelor's,m,other,1,30,3,3,51
66320,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,35,2,4,54
49506,Procurement,region_2,Below Secondary,m,sourcing,3,24,,1,70
44978,Procurement,region_11,Bachelor's,m,other,1,30,3,4,72
77880,Procurement,region_22,Master's & above,m,other,1,40,3,5,62
49034,Procurement,region_2,Master's & above,m,sourcing,1,38,5,3,74
6584,HR,region_22,Bachelor's,m,sourcing,1,30,5,5,48
26001,Procurement,region_15,Bachelor's,m,other,1,33,5,4,71
77781,Operations,region_12,Bachelor's,f,other,1,29,5,4,54
42035,Procurement,region_16,Below Secondary,f,other,2,23,3,2,68
59699,Procurement,region_2,Bachelor's,m,sourcing,3,32,2,4,66
2388,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,46,1,6,48
9512,Operations,region_17,Bachelor's,m,other,1,27,4,3,61
8115,Analytics,region_6,Bachelor's,f,other,1,26,,1,90
10970,Technology,region_22,Bachelor's,f,other,2,29,1,8,77
56768,Sales & Marketing,region_1,Bachelor's,m,other,1,36,4,9,46
61502,HR,region_20,Bachelor's,f,other,1,30,5,3,49
72904,HR,region_19,Bachelor's,m,sourcing,1,33,3,5,54
3836,Analytics,region_2,Bachelor's,m,sourcing,1,40,3,6,85
54675,Operations,region_28,Master's & above,m,other,1,32,,1,64
45763,Technology,region_7,Below Secondary,m,sourcing,2,24,5,2,78
75480,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,35,4,10,54
55185,Operations,region_26,Master's & above,f,other,1,35,5,8,56
16366,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,27,4,5,48
42475,Sales & Marketing,region_7,Bachelor's,m,other,1,48,1,8,49
53922,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,,1,46
30332,Procurement,region_6,Bachelor's,m,other,1,27,2,2,72
38669,Analytics,region_2,Bachelor's,m,other,1,53,3,16,89
12554,Sales & Marketing,region_31,Bachelor's,m,other,1,31,1,3,50
39219,Operations,region_15,Bachelor's,m,other,1,34,3,6,64
12129,R&D,region_15,Master's & above,m,sourcing,2,32,3,3,83
24025,Technology,region_24,Bachelor's,m,other,1,31,3,2,81
53181,Procurement,region_10,Bachelor's,m,other,1,32,3,3,69
15003,HR,region_2,Bachelor's,f,referred,1,44,2,12,47
54572,Operations,region_19,Master's & above,f,other,1,40,3,6,58
775,Procurement,region_26,Master's & above,f,other,1,35,1,6,73
59963,Procurement,region_16,Bachelor's,m,other,1,35,3,5,69
16542,Operations,region_26,Bachelor's,m,other,2,28,5,2,56
36402,Analytics,region_9,Bachelor's,m,sourcing,2,28,2,3,83
65599,Operations,region_2,Below Secondary,f,other,1,23,,1,61
66084,Sales & Marketing,region_16,Bachelor's,f,other,1,31,5,2,45
3634,Procurement,region_22,Master's & above,m,other,1,29,3,2,69
74109,Technology,region_2,Master's & above,m,sourcing,1,34,2,6,81
31032,Analytics,region_32,Bachelor's,m,sourcing,4,28,,1,85
13055,HR,region_2,Master's & above,m,sourcing,1,39,3,4,46
22044,Sales & Marketing,region_16,,m,other,1,21,,1,48
52087,Procurement,region_27,Bachelor's,f,sourcing,2,29,3,2,72
47173,Sales & Marketing,region_2,,m,other,2,21,,1,52
10711,Operations,region_22,Bachelor's,m,sourcing,2,40,3,3,67
31217,Sales & Marketing,region_2,Bachelor's,f,other,1,31,5,5,48
64907,Finance,region_2,Bachelor's,m,sourcing,3,26,3,2,64
3876,Finance,region_22,Bachelor's,m,other,1,24,5,2,69
23683,Sales & Marketing,region_17,Bachelor's,m,other,1,33,5,9,47
51308,Sales & Marketing,region_28,Master's & above,m,other,1,31,5,7,47
32210,R&D,region_22,Bachelor's,m,other,1,33,4,5,85
77257,Operations,region_19,Bachelor's,m,sourcing,1,29,3,2,59
50878,Sales & Marketing,region_22,Bachelor's,m,other,2,26,4,3,49
47603,HR,region_4,Master's & above,m,other,3,39,3,8,51
2522,Analytics,region_22,Bachelor's,m,other,1,28,3,2,84
51695,Finance,region_2,Below Secondary,f,other,1,23,4,2,58
23840,Operations,region_7,Master's & above,m,other,1,48,4,17,59
54317,Legal,region_31,Bachelor's,m,other,1,36,3,7,59
9572,Sales & Marketing,region_2,Master's & above,m,other,1,31,3,7,49
39468,R&D,region_22,Master's & above,m,other,2,36,5,2,84
30847,Technology,region_27,Bachelor's,m,other,1,27,3,6,75
17546,Sales & Marketing,region_15,,m,sourcing,1,38,3,4,44
20726,Sales & Marketing,region_7,Bachelor's,f,other,1,29,,1,48
40542,HR,region_2,Bachelor's,f,sourcing,1,28,5,4,51
36736,Sales & Marketing,region_32,Bachelor's,m,other,1,37,5,9,53
4296,Operations,region_2,Bachelor's,f,sourcing,2,37,4,5,57
43949,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,30,3,7,50
74243,Technology,region_27,Bachelor's,m,other,1,29,3,5,75
22637,Technology,region_2,Bachelor's,m,sourcing,1,20,3,2,82
65125,Technology,region_26,Master's & above,m,other,1,35,3,6,80
50714,Operations,region_20,Bachelor's,f,sourcing,1,29,5,3,59
44903,Analytics,region_7,Bachelor's,m,other,1,31,4,7,81
43151,Technology,region_11,Bachelor's,m,other,1,33,4,4,78
46611,Sales & Marketing,region_2,,m,sourcing,1,23,5,2,48
19327,Sales & Marketing,region_11,Bachelor's,m,other,1,33,5,4,61
47890,Procurement,region_31,Master's & above,m,other,1,43,3,7,71
49948,R&D,region_7,Bachelor's,m,sourcing,1,31,3,5,85
17063,HR,region_13,Master's & above,f,sourcing,1,32,5,5,98
55388,HR,region_26,Bachelor's,m,other,2,32,2,2,47
65295,Procurement,region_10,Master's & above,m,sourcing,1,38,4,10,71
77316,Analytics,region_34,Bachelor's,m,other,1,30,,1,83
59184,R&D,region_22,,m,sourcing,1,28,5,2,85
4657,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,42,1,3,46
68996,Finance,region_4,Master's & above,m,sourcing,2,36,3,3,60
4727,Sales & Marketing,region_13,Master's & above,m,other,1,42,2,6,54
56504,Technology,region_2,Below Secondary,m,sourcing,1,25,,1,81
18876,Analytics,region_28,Bachelor's,m,other,2,28,3,4,86
46563,Technology,region_22,Bachelor's,m,other,3,30,4,4,83
21582,Operations,region_2,Bachelor's,m,other,1,27,3,5,60
36113,Technology,region_22,Bachelor's,m,sourcing,1,23,,1,80
34548,Sales & Marketing,region_7,,m,other,1,26,5,3,46
59008,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,29,3,3,54
60091,Sales & Marketing,region_13,Master's & above,m,other,1,34,4,9,51
33042,Technology,region_28,Bachelor's,m,sourcing,1,28,3,5,78
37852,Technology,region_7,Bachelor's,m,other,1,40,2,2,84
20449,Finance,region_27,Bachelor's,m,sourcing,1,27,1,4,55
29021,Operations,region_14,Bachelor's,m,other,1,41,3,7,99
64338,Operations,region_27,Bachelor's,m,sourcing,1,24,5,2,58
44535,Operations,region_29,Bachelor's,m,sourcing,1,39,4,5,60
48615,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,29,4,1,48
16991,Finance,region_2,Bachelor's,f,other,1,38,3,9,69
63405,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,32,5,4,49
42881,Technology,region_13,Master's & above,m,sourcing,2,41,5,3,92
74838,Sales & Marketing,region_4,Bachelor's,m,other,1,33,2,2,53
73149,HR,region_2,Bachelor's,f,other,1,38,4,4,50
48834,Procurement,region_2,Bachelor's,m,sourcing,1,41,5,10,74
2459,Procurement,region_13,Master's & above,m,sourcing,1,33,5,8,68
1519,Operations,region_3,Master's & above,f,sourcing,1,33,4,2,61
41442,Procurement,region_5,Bachelor's,f,sourcing,1,35,3,6,71
48688,Sales & Marketing,region_6,Bachelor's,f,other,1,28,5,2,50
5099,Procurement,region_5,Bachelor's,f,other,1,36,3,3,76
34779,Sales & Marketing,region_25,Master's & above,m,sourcing,1,39,5,2,46
62714,Operations,region_26,Master's & above,f,sourcing,1,33,5,4,58
5724,Finance,region_28,Master's & above,f,other,1,32,1,5,59
34000,Operations,region_2,Bachelor's,m,other,2,36,3,4,60
40805,Operations,region_4,Master's & above,f,other,2,33,3,2,58
31,Sales & Marketing,region_15,Bachelor's,f,other,1,29,3,5,49
34216,Sales & Marketing,region_20,Bachelor's,m,other,1,34,3,10,49
62960,Operations,region_16,Master's & above,m,sourcing,1,43,3,4,72
40460,Analytics,region_4,Master's & above,m,other,1,38,5,4,82
64625,HR,region_2,Below Secondary,m,sourcing,1,21,5,2,49
43733,Sales & Marketing,region_2,,m,other,1,26,5,2,47
14546,Sales & Marketing,region_2,Bachelor's,f,other,1,30,1,5,54
3861,Sales & Marketing,region_2,Bachelor's,m,referred,1,37,4,2,53
21591,Technology,region_22,Bachelor's,m,other,1,39,3,4,77
42727,Operations,region_14,Master's & above,f,other,1,49,3,9,60
64184,HR,region_2,Bachelor's,m,sourcing,1,27,3,1,47
66257,HR,region_4,Bachelor's,m,other,1,31,3,6,47
23717,Finance,region_15,Bachelor's,m,other,1,30,5,5,60
18881,Operations,region_8,Bachelor's,m,sourcing,1,25,,1,58
46845,Technology,region_5,Below Secondary,f,other,1,24,3,1,77
3840,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,33,5,3,51
67386,Procurement,region_7,Bachelor's,m,sourcing,3,30,1,4,73
72934,Operations,region_27,Bachelor's,f,other,2,28,3,3,60
50032,Technology,region_26,Master's & above,m,sourcing,1,56,3,7,79
48136,Sales & Marketing,region_34,Bachelor's,m,other,1,30,4,3,49
24844,Finance,region_2,Bachelor's,f,sourcing,1,35,5,5,60
8598,Sales & Marketing,region_4,Master's & above,m,sourcing,1,50,5,18,53
59836,Legal,region_32,Bachelor's,m,sourcing,1,34,3,6,55
33740,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,2,7,45
33212,Procurement,region_30,Bachelor's,m,other,3,28,3,3,70
53895,Sales & Marketing,region_23,Bachelor's,m,other,1,28,5,6,49
26167,Operations,region_2,Bachelor's,m,other,2,42,3,4,62
13028,Operations,region_22,Bachelor's,f,other,1,40,5,11,60
23197,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,5,2,50
41600,Operations,region_2,Bachelor's,m,other,1,37,4,5,58
38453,Technology,region_22,Bachelor's,m,other,2,30,5,2,80
25106,Procurement,region_2,Master's & above,f,other,8,43,4,2,71
68826,Sales & Marketing,region_7,Bachelor's,m,other,1,42,1,11,51
14835,Operations,region_27,Bachelor's,f,other,1,32,5,8,58
74376,Sales & Marketing,region_15,Bachelor's,m,other,1,36,1,7,46
31016,Operations,region_13,Bachelor's,m,sourcing,1,37,3,9,58
77309,Sales & Marketing,region_2,Master's & above,m,other,1,39,4,4,50
61565,Procurement,region_11,Bachelor's,m,other,2,34,3,6,76
10864,Operations,region_2,Bachelor's,m,sourcing,1,37,3,7,59
42145,Analytics,region_22,Bachelor's,f,sourcing,1,26,1,4,88
58524,Operations,region_22,Bachelor's,m,sourcing,2,25,,1,61
39014,Procurement,region_27,Bachelor's,f,sourcing,2,25,3,1,71
33245,HR,region_2,Master's & above,m,other,1,60,5,15,47
42687,Sales & Marketing,region_25,Master's & above,f,sourcing,1,38,4,2,48
44463,Analytics,region_2,Master's & above,m,other,1,55,3,28,83
62366,Procurement,region_17,Bachelor's,f,sourcing,1,33,3,6,70
32491,HR,region_25,Bachelor's,f,other,1,26,5,2,49
23754,Analytics,region_22,Bachelor's,m,other,1,30,1,4,82
66111,Operations,region_9,Bachelor's,m,sourcing,1,29,4,3,63
874,Procurement,region_7,Master's & above,m,other,2,31,1,5,68
34905,Technology,region_21,Master's & above,f,other,1,33,3,6,78
19253,Procurement,region_26,Bachelor's,m,other,2,27,3,2,65
10619,Finance,region_2,Bachelor's,m,other,1,38,3,7,60
56869,Procurement,region_7,Bachelor's,m,other,6,42,4,12,66
66175,HR,region_6,Bachelor's,m,other,1,32,4,5,53
56255,Operations,region_2,Bachelor's,m,sourcing,1,50,4,4,63
69066,Sales & Marketing,region_19,Bachelor's,m,other,1,29,1,5,47
30927,Procurement,region_2,Master's & above,m,other,1,51,5,22,96
65217,Sales & Marketing,region_14,Master's & above,m,other,1,38,5,4,48
60263,Procurement,region_22,Bachelor's,m,other,1,29,4,6,72
54974,Technology,region_10,Master's & above,m,other,1,33,4,8,79
67054,Operations,region_15,Master's & above,m,other,1,47,2,3,62
66765,Sales & Marketing,region_11,Bachelor's,m,other,1,29,3,4,48
21312,Technology,region_11,Master's & above,f,other,1,39,4,4,76
23267,Technology,region_1,Master's & above,m,other,1,33,3,4,77
4535,Procurement,region_31,Bachelor's,m,other,1,33,1,6,65
23275,Operations,region_22,Bachelor's,m,sourcing,1,31,2,8,61
6646,Sales & Marketing,region_9,,m,sourcing,1,33,3,5,47
72480,R&D,region_2,Master's & above,f,sourcing,1,33,4,6,83
76051,Sales & Marketing,region_16,Bachelor's,f,other,1,29,3,2,52
12529,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,2,2,47
52126,Sales & Marketing,region_18,Bachelor's,m,other,1,34,1,4,50
66085,Sales & Marketing,region_2,Master's & above,f,other,1,34,1,7,50
40826,Technology,region_16,Master's & above,f,sourcing,1,55,3,6,77
60967,Procurement,region_2,Below Secondary,m,other,1,25,,1,67
9559,Sales & Marketing,region_16,Bachelor's,f,other,2,26,3,2,48
42873,Sales & Marketing,region_29,Bachelor's,m,other,1,42,1,8,48
63371,Sales & Marketing,region_2,Master's & above,m,referred,1,37,3,8,47
70005,Operations,region_2,Bachelor's,m,other,2,38,4,2,59
23918,Operations,region_11,Bachelor's,m,sourcing,1,31,4,5,62
29479,Technology,region_2,Master's & above,f,sourcing,1,44,2,7,79
24516,Sales & Marketing,region_2,Bachelor's,m,other,1,43,2,14,50
35905,Sales & Marketing,region_15,Master's & above,m,sourcing,1,40,2,10,51
53240,Finance,region_2,Bachelor's,m,sourcing,2,31,4,5,61
36074,Analytics,region_19,Bachelor's,m,sourcing,1,31,3,6,88
58702,Operations,region_22,Bachelor's,m,sourcing,2,29,4,7,61
38183,Sales & Marketing,region_4,Master's & above,m,other,1,36,5,8,47
19073,Technology,region_2,Master's & above,f,other,1,47,1,3,78
64659,Operations,region_31,Bachelor's,m,sourcing,1,39,3,5,60
11450,Sales & Marketing,region_29,Bachelor's,m,other,1,23,3,2,49
13990,Sales & Marketing,region_22,,f,sourcing,1,27,3,4,49
8830,Operations,region_15,Master's & above,m,sourcing,1,48,4,9,56
21377,Analytics,region_13,Bachelor's,m,sourcing,1,39,3,10,83
71525,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,34,5,5,51
47475,Operations,region_27,Bachelor's,f,other,1,37,3,7,63
57673,Technology,region_2,Bachelor's,m,sourcing,1,31,1,5,84
40793,Analytics,region_22,Bachelor's,f,other,1,29,4,5,87
67229,Technology,region_16,Bachelor's,m,other,1,26,3,2,79
48328,Technology,region_17,Bachelor's,m,other,1,29,3,3,78
38730,Sales & Marketing,region_13,Bachelor's,m,other,2,31,3,4,51
72436,Operations,region_2,Below Secondary,f,sourcing,1,25,4,3,55
49177,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,1,2,54
49785,Sales & Marketing,region_11,Bachelor's,m,other,1,32,3,3,41
54874,HR,region_23,Bachelor's,m,sourcing,1,31,5,9,45
46700,Procurement,region_22,Bachelor's,m,other,2,29,2,5,74
32261,HR,region_16,Bachelor's,m,other,1,25,3,2,44
51766,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,30,,1,47
34987,Sales & Marketing,region_7,Bachelor's,m,other,2,34,5,4,54
57193,HR,region_7,Below Secondary,m,other,1,24,2,2,62
59674,Technology,region_7,Master's & above,f,other,1,32,3,5,83
21843,Technology,region_16,Bachelor's,f,sourcing,1,25,4,2,81
46636,HR,region_10,Bachelor's,f,sourcing,1,29,5,4,46
3509,Technology,region_22,Master's & above,m,sourcing,3,49,3,3,80
11335,Operations,region_7,Bachelor's,f,sourcing,2,39,1,8,65
73468,Sales & Marketing,region_31,Bachelor's,m,other,3,34,1,9,46
2657,HR,region_2,Master's & above,m,sourcing,1,45,5,7,49
26873,Procurement,region_16,Bachelor's,f,other,1,34,4,3,80
18298,Technology,region_10,Bachelor's,f,other,1,31,3,3,80
35730,Operations,region_26,Bachelor's,f,other,1,32,3,7,62
12372,R&D,region_25,Bachelor's,m,sourcing,1,29,5,2,80
29722,Technology,region_7,Bachelor's,m,other,2,37,3,5,77
4902,Procurement,region_2,Below Secondary,m,other,8,26,5,3,71
63508,Sales & Marketing,region_22,Bachelor's,m,other,1,30,3,2,46
30041,Sales & Marketing,region_11,Master's & above,m,other,1,39,3,10,50
23804,Technology,region_1,Master's & above,m,other,1,32,3,6,83
23228,Sales & Marketing,region_24,Master's & above,m,other,1,40,3,5,50
50574,Technology,region_20,Bachelor's,f,other,1,36,3,8,80
8097,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,38,4,4,51
69522,Sales & Marketing,region_27,Bachelor's,m,other,4,28,3,2,92
7884,Operations,region_7,Bachelor's,m,sourcing,1,30,3,7,58
35727,Sales & Marketing,region_4,Bachelor's,m,other,1,26,3,5,50
42372,Operations,region_13,Bachelor's,m,other,1,26,5,5,63
12816,Sales & Marketing,region_2,Bachelor's,f,other,1,28,4,4,50
57837,Analytics,region_15,Bachelor's,m,sourcing,1,32,3,5,85
67977,Procurement,region_2,,m,sourcing,1,34,3,9,63
27604,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,26,5,4,44
77844,Procurement,region_22,Bachelor's,f,other,1,33,1,10,68
38126,HR,region_2,Master's & above,f,sourcing,1,49,3,3,51
25214,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,5,4,45
56056,Sales & Marketing,region_25,Bachelor's,f,sourcing,2,31,3,4,50
67663,Operations,region_2,Bachelor's,m,sourcing,1,27,3,2,64
72942,Technology,region_7,Bachelor's,f,sourcing,1,35,4,3,80
48228,Operations,region_2,Bachelor's,m,other,1,25,,1,61
64702,Technology,region_7,Bachelor's,f,sourcing,1,27,5,1,79
39505,Procurement,region_22,Master's & above,f,sourcing,1,47,3,6,69
54304,Technology,region_2,Master's & above,f,sourcing,1,50,4,17,79
4771,Analytics,region_4,Master's & above,m,sourcing,1,54,3,10,94
4452,Procurement,region_7,Master's & above,m,sourcing,1,48,4,4,72
7955,Legal,region_32,Bachelor's,m,sourcing,1,28,3,2,57
68191,HR,region_2,Master's & above,m,sourcing,1,56,5,15,47
2506,Technology,region_2,Master's & above,m,other,1,48,5,17,92
17384,Operations,region_2,Bachelor's,f,other,2,29,3,2,57
52494,Procurement,region_2,Below Secondary,m,other,1,20,3,2,70
30618,Sales & Marketing,region_2,Bachelor's,m,referred,1,36,2,10,46
2691,Operations,region_26,Master's & above,f,other,1,52,5,9,59
59993,Analytics,region_29,Bachelor's,m,sourcing,1,31,5,8,82
75247,HR,region_29,Master's & above,m,sourcing,1,36,2,7,54
66963,R&D,region_22,Bachelor's,m,sourcing,1,32,3,5,87
6594,Procurement,region_2,Master's & above,f,sourcing,1,47,3,4,71
30519,Operations,region_22,Master's & above,m,sourcing,1,42,3,9,69
40666,HR,region_24,Bachelor's,m,sourcing,1,32,3,5,45
33032,Technology,region_13,Master's & above,m,sourcing,2,45,4,11,81
2835,Legal,region_2,Bachelor's,f,sourcing,1,33,1,5,56
73915,Sales & Marketing,region_7,Bachelor's,f,other,2,25,,1,49
58931,Sales & Marketing,region_2,Master's & above,m,other,3,37,3,7,49
49848,Sales & Marketing,region_24,Master's & above,m,other,2,32,3,10,48
72295,Finance,region_2,Bachelor's,f,other,1,46,4,19,58
31243,Procurement,region_19,Bachelor's,m,sourcing,2,30,5,2,72
65890,Legal,region_20,Bachelor's,m,other,1,32,4,5,57
3986,Analytics,region_27,Bachelor's,m,other,1,39,3,10,84
46352,Finance,region_32,Bachelor's,m,sourcing,1,29,5,3,62
36040,Analytics,region_15,Bachelor's,m,sourcing,1,31,5,7,83
16610,Technology,region_13,Bachelor's,f,other,1,43,4,14,84
41393,Technology,region_24,Bachelor's,m,sourcing,1,36,3,8,81
48816,Procurement,region_22,Bachelor's,m,sourcing,1,29,2,5,70
57229,Sales & Marketing,region_26,Bachelor's,f,sourcing,2,28,1,3,50
49362,Sales & Marketing,region_27,Master's & above,m,other,1,32,1,7,45
38051,Technology,region_14,Master's & above,f,sourcing,1,43,3,3,78
47042,Operations,region_16,Master's & above,f,sourcing,1,43,3,10,56
7434,Technology,region_31,Bachelor's,f,other,1,39,3,5,81
30730,Operations,region_7,Master's & above,m,other,1,40,4,10,59
19382,Operations,region_27,Bachelor's,f,other,1,35,3,5,56
13429,Sales & Marketing,region_16,,f,other,1,22,4,2,50
18341,Analytics,region_26,Master's & above,m,other,1,39,5,12,84
38705,Operations,region_11,Bachelor's,f,sourcing,1,32,5,5,56
29300,Procurement,region_11,Master's & above,m,sourcing,1,39,2,10,70
74239,Operations,region_8,Master's & above,m,sourcing,1,48,5,6,62
12216,Analytics,region_13,Bachelor's,m,other,1,38,3,4,86
4688,HR,region_22,Bachelor's,m,other,2,24,,1,49
46692,Sales & Marketing,region_2,Master's & above,m,other,1,48,4,5,49
47923,Sales & Marketing,region_7,Master's & above,f,other,1,38,3,10,49
8486,Technology,region_10,Master's & above,f,sourcing,1,35,3,7,75
77112,Procurement,region_30,Bachelor's,f,other,1,33,5,7,69
39018,Technology,region_7,Bachelor's,m,sourcing,1,32,4,3,82
24303,Procurement,region_15,Master's & above,m,other,1,39,5,3,81
9646,Finance,region_2,Master's & above,m,sourcing,2,38,5,8,61
56881,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,27,2,4,54
57168,Sales & Marketing,region_16,Bachelor's,f,other,1,26,,1,44
72838,Sales & Marketing,region_13,Bachelor's,m,other,1,40,5,7,47
50216,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,25,,1,41
32989,Sales & Marketing,region_22,Master's & above,m,sourcing,1,27,2,5,45
57767,Procurement,region_13,Master's & above,f,other,1,45,2,2,66
3450,Sales & Marketing,region_1,,m,sourcing,1,33,3,3,50
56292,Sales & Marketing,region_28,Bachelor's,m,other,1,36,5,8,47
14234,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,36,4,4,52
18487,Analytics,region_7,Bachelor's,m,sourcing,1,28,5,4,88
69894,Sales & Marketing,region_22,Master's & above,f,other,1,30,2,3,48
45453,Sales & Marketing,region_22,Bachelor's,m,other,4,27,1,2,52
67524,Sales & Marketing,region_25,Master's & above,m,other,2,43,3,12,49
2473,Procurement,region_15,Master's & above,m,sourcing,1,36,1,2,72
12656,R&D,region_11,Master's & above,m,other,1,35,3,8,87
68062,Technology,region_20,Bachelor's,m,other,1,30,3,3,79
9442,Analytics,region_22,Master's & above,m,other,2,37,5,5,84
5862,Analytics,region_17,Bachelor's,m,sourcing,2,37,4,10,89
14076,Finance,region_26,Bachelor's,f,sourcing,1,31,4,10,57
63370,Procurement,region_11,Bachelor's,m,other,1,32,,1,68
